id,original_title,tags
9408,Surf's Up,Cody surfing penguin Shiverpool dream making big like idol Big Z journey discovers talent think must learn accept surfing fame fortune Surf 's 2007 American computeranimated mockumentary film produced Sony Pictures Animation distributed Columbia Pictures ImageWorks Studios star voice Shia LaBeouf Jeff Bridges Zooey Deschanel Jon Heder among others Animation Comedy Family sea worldcup surfer wave surfboard giantwave worldchampion idol mockumentary ShiaLaBeouf JeffBridges ZooeyDeschanel JonHeder JamesWoods AshBrannon ChrisBuck
9890,The Stepford Wives,take become Stepford wife woman perfect beyond belief ? Ask Stepford husband who 've created hightech terrifying little town Action Comedy ScienceFiction android housewife transformation NicoleKidman MatthewBroderick BetteMidler GlennClose ChristopherWalken FrankOz
855,Black Hawk Down,US Rangers elite Delta Force team attempt kidnap two underling Somali warlord Black Hawk helicopter shot down Americans suffer heavy casualty facing intense fighting militia ground Action History War prisonersofwar wound somalia warlord famine deltaforce rescueoperation JoshHartnett EwanMcGregor JasonIsaacs TomSizemore WilliamFichtner RidleyScott
77953,The Campaign,Two rival politician compete win election represent small North Carolina congressional district United States House Representatives Comedy politics politician electioncampaign northcarolinam congressman politicalcandidate moustache politicalcorruption campaignmanager campaignfinance WillFerrell ZachGalifianakis DylanMcDermott JasonSudeikis SarahBaker JayRoach
18,The Fifth Element,2257 taxi driver unintentionally given task saving young girl part key ensure survival humanity Adventure Fantasy Action Thriller ScienceFiction clone taxi cyborg egypt future stowaway spacetravel raceagainsttime armsdealer love alien priest endoftheworld goodvsevil shootout policechase cabdriver newyorkcity spaceopera military operasinger resorthotel ancientastronaut archeologist ancientevil cruiseliner BruceWillis GaryOldman IanHolm MillaJovovich ChrisTucker LucBesson
37786,Sex and the City 2,Carrie Charlotte Miranda married now they 're still little fun sun Samantha get chance visit one extravagant vacation destination planet offer bring along surmise womenonly retreat may perfect excuse eschew responsibility remember life like decided settle down Comedy Drama Romance SarahJessicaParker KristinDavis CynthiaNixon KimCattrall ChrisNoth MichaelPatrickKing
10501,The Road to El Dorado,failed swindle two conmen end map El Dorado fabled `` city gold '' unintended trip New World Much surprise map lead pair mythical city startled inhabitant promptly begin worship god question is take worshipful native they 're worth bit El Dorado rich ? Adventure Animation Comedy Family gold horse swordfight KennethBranagh KevinKline RosiePerez ArmandAssante EdwardJamesOlmos DonMichaelPaul BiboBergeron
57800,Ice Age: Continental Drift,Manny Diego Sid embark upon another adventure continent set adrift Using iceberg ship encounter sea creature battle pirate explore new world Animation Comedy Adventure Family bluefootedbooby prehistorictimes meltingice badger elephantseal floatingice landbridge era glaciale deriva JohnLeguizamo RayRomano ChrisWedge DenisLeary SeannWilliamScott SteveMartino MikeThurmeier
150689,Cinderella,father unexpectedly pass away young Ella find mercy cruel stepmother daughter Never one give hope Ella 's fortune begin change meeting dashing stranger wood Romance Fantasy Family Drama cinderella magic prince fairytale kingdom royalty orphan lostshoe evilstepmother retelling LilyJames CateBlanchett RichardMadden HelenaBonhamCarter StellanSkarsgård KennethBranagh
7980,The Lovely Bones,brutally murdered 14yearold Susie Salmon watch heaven griefstricken family killer observes daily life must balance thirst revenge desire family heal Fantasy Drama rape 1970s evidence tree afterlife lossofdaughter serialkiller corpse pedophile teenagelove grieving childhoodsexualabuse basedonyoungadultnovel RachelWeisz MarkWahlberg SusanSarandon SaoirseRonan StanleyTucci PeterJackson
12,Finding Nemo,Nemo adventurous young clownfish unexpectedly taken Great Barrier Reef home dentist 's office aquarium worrisome father Marlin friendly forgetful fish Dory bring Nemo home meeting vegetarian shark surfer dude turtle hypnotic jellyfish hungry seagull along way Animation Family fathersonrelationship harbor underwater fishtank greatbarrierreef missingchild aftercreditsstinger duringcreditsstinger shorttermmemoryloss clownfish fathersonreunion protectivefather AlbertBrooks EllenDeGeneres AlexanderGould WillemDafoe BradGarrett AndrewStanton
122,The Lord of the Rings: The Return of the King,Aragorn revealed heir ancient king he Gandalf member broken fellowship struggle save Gondor Sauron 's force Meanwhile Frodo Sam bring ring closer heart Mordor dark lord 's realm Adventure Fantasy Action elf orcs middleearth ( tolkien ) basedonnovel suspicion bravery war honor troll brutality violence ghost endoftrilogy quest swordandsorcery ElijahWood IanMcKellen ViggoMortensen LivTyler OrlandoBloom PeterJackson
121,The Lord of the Rings: The Two Towers,Frodo Sam trekking Mordor destroy One Ring Power Gimli Legolas Aragorn search orccaptured Merry Pippin along nefarious wizard Saruman awaits Fellowship member Orthanc Tower Isengard Adventure Fantasy Action elf orcs middleearth ( tolkien ) hobbit basedonnovel explosive cave fort army mission attack guide wizard ring swordandsorcery ElijahWood IanMcKellen ViggoMortensen LivTyler OrlandoBloom PeterJackson
68737,Seventh Son,John Gregory seventh son seventh son also local spook protected country witch boggarts ghoul manner thing go bump night However John young anymore seeking apprentice carry trade failed survive last hope young farmer 's son named Thomas Ward survive training become spook many others could n't ? Adventure Fantasy magic chosenone darkfantasy witchhunter evilwitch basedonyoungadultnovel swordandsorcery JeffBridges JulianneMoore BenBarnes AliciaVikander KitHarington SergeiBodrov
1995,Lara Croft: Tomb Raider,English aristocrat Lara Croft skilled handtohand combat middle battle secret society shapely archaeologist moonlight tomb raider recover lost antiquity meet match evil Powell who 's search powerful relic Adventure Fantasy Action Thriller treasure buddhistmonk planetaryconfiguration angkorwat illuminati williamblake treasurehunt archaeologist basedonvideogame archeology AngelinaJolie JonVoight IainGlen NoahTaylor DanielCraig SimonWest
157353,Transcendence,Two leading computer scientist work toward goal Technological Singularity radical antitechnology organization fight prevent creating world computer transcend ability human brain Thriller ScienceFiction Drama Mystery artificialintelligence technology nanotechnology computervirus supercomputer resurrection love mindcontrol terrorism scientist extremist moraldilemma computerscientist mindtransfer quantumcomputer minduploading JohnnyDepp PaulBettany RebeccaHall KateMara MorganFreeman WallyPfister
331,Jurassic Park III,need fund research Dr Alan Grant accepts large sum money accompany Paul Amanda Kirby aerial tour infamous Isla Sorna long hell break loose stranded wayfarer must fight survival host new even deadly dinosaur try make snack them Adventure Action Thriller ScienceFiction exoticisland dna paleontology tyrannosaurusrex velociraptor spinosaurus airplane rescue mission dinosaur jurassicpark SamNeill WilliamHMacy TéaLeoni TrevorMorgan AlessandroNivola JoeJohnston
61791,Rise of the Planet of the Apes,Scientist Rodman determined find cure Alzheimer 's disease slowly consumed father feel certain close breakthrough test latest serum ape noticing dramatic increase intelligence brain activity primate subject especially Caesar pet chimpanzee Thriller Action Drama ScienceFiction intelligence zoo cage dystopia goldengatebridge ape monkey medicalresearch alzheimer'sdisease JamesFranco FreidaPinto JohnLithgow BrianCox TomFelton RupertWyatt
8204,The Spiderwick Chronicles,Upon moving rundown Spiderwick Estate mother twin brother Jared Simon Grace along sister Mallory find pulled alternate world full faery creature Adventure Family Fantasy brothersisterrelationship familyrelationships singlemother alternatereality motherchildrelationship hiddentruth goblin magicalcreature fairy FreddieHighmore MaryLouiseParker NickNolte SarahBolger AndrewMcCarthy MarkWaters
47964,A Good Day to Die Hard,Iconoclastic takenoprisoners cop John McClane find first time foreign soil traveling Moscow help wayward son Jack unaware Jack really highlytrained CIA operative stop nuclear weapon heist Russian underworld pursuit battling countdown war two McClanes discover opposing method make unstoppable hero Action Thriller bomb cia russia escape courthouse rogue moscow BruceWillis JaiCourtney SebastianKoch MaryElizabethWinstead ЮлияСнигирь JohnMoore
10733,The Alamo,Based 1836 standoff group Texan Tejano men led Davy Crockett Jim Bowie Mexican dictator Santa Anna 's force Alamo San Antonio Texas Western History War texas officer uprising alamo mexican DennisQuaid BillyBobThornton JasonPatric PatrickWilson EmilioEchevarría JohnLeeHancock
9806,The Incredibles,Bob Parr given superhero day log time insurance adjuster raise three child formerly heroic wife suburbia receives mysterious assignment time get back costume Action Adventure Animation Family secretidentity secret hero island wretch supernaturalpowers weapon lawsuit superhero CraigTNelson HollyHunter SamuelLJackson JasonLee DominiqueLouis BradBird
1408,Cutthroat Island,Morgan Adams slave William Shaw quest recover three portion treasure map Unfortunately final portion held murderous uncle Dawg crew skeptical leadership ability must complete quest mutiny her made yet difficult effort British crown end pirate raid Action Adventure exoticisland treasure map ship scalp pirate GeenaDavis MatthewModine FrankLangella MauryChaykin PatrickMalahide RennyHarlin
32657,Percy Jackson & the Olympians: The Lightning Thief,Accident prone teenager Percy discovers he 's actually demiGod son Poseidon needed Zeus ' lightning stolen Percy must master new found skill order prevent war Gods could devastate entire world Adventure Fantasy Family monster greekmythology god poseidon lightningbolt basedonyoungadultnovel LoganLerman BrandonTJackson AlexandraDaddario JakeAbel SeanBean ChrisColumbus
607,Men in Black,Men Black follows exploit agent Kay Jay member topsecret organization established monitor police alien activity Earth two Men Black find middle deadly plot intergalactic terrorist arrived Earth assassinate two ambassador opposing galaxy order prevent world colliding MiB must track terrorist prevent destruction Earth another typical day Men Black Action Adventure Comedy ScienceFiction secretidentity sunglass undercover spacemarine illegalimmigration deportation newidentity giantcockroach cannon flyingsaucer staypermit alien fictionalgovernmentagency TommyLeeJones WillSmith LindaFiorentino VincentD'Onofrio RipTorn BarrySonnenfeld
863,Toy Story 2,Andy head Cowboy Camp leaving toy device Things shift high gear obsessive toy collector named Al McWhiggen owner Al 's Toy Barn kidnaps Woody Andy 's toy mount daring rescue mission Buzz Lightyear meet match Woody decide heart truly belong Animation Comedy Family museum prosecution identitycrisis airplane fleamarket collector teamwork friendship rescueteam garagesale duringcreditsstinger toycomestolife personification inanimateobjectscomingtolife TomHanks TimAllen JoanCusack KelseyGrammer DonRickles JohnLasseter
44048,Unstoppable,runaway train transporting deadly toxic chemical barreling Stanton Pennsylvania two men stop it : veteran engineer young conductor Thousands life hang balance ordinary hero attempt chase one million ton hurtling steel prevent epic disaster Action Thriller runawaytrain DenzelWashington ChrisPine RosarioDawson EthanSuplee KevinCorrigan TonyScott
5175,Rush Hour 2,vacation time Carter find alongside Lee Hong Kong wishing excitement Carter want party meet lady Lee track Triad gang lord may responsible killing two men American Embassy Things get complicated pair stumble onto counterfeiting plot boy soon neck fist fight lifethreatening situation trip back US may provide answer bombing counterfeiting true allegiance sexy custom agent Isabella Action Comedy Crime Thriller duringcreditsstinger ChrisTucker JackieChan ZhangZiyi RoselynSánchez ErnieReyesJr BrettRatner
2655,What Lies Beneath,Claire Spencer start hearing ghostly voice seeing spooky image wonder otherworldly spirit trying contact her while husband try reassure telling head Claire investigates discovers man love might know he 's letting on Drama Horror Mystery Thriller secret hauntedhouse ouijaboard haunting missinggirl ghost HarrisonFord MichellePfeiffer DianaScarwid JamesRemar MirandaOtto RobertZemeckis
22794,Cloudy with a Chance of Meatballs,Inventor Flint Lockwood creates machine make cloud rain food enabling downandout citizen Chewandswallow feed themselves falling food reach gargantuan proportion Flint must scramble avert disaster regain control machine put end wild weather town destroyed ? Animation Comedy Family weather food science BillHader AnnaFaris JamesCaan MrT BenjaminBratt PhilLord ChristopherMiller
8355,Ice Age: Dawn of the Dinosaurs,Times changing Manny moody mammoth Sid motor mouthed sloth Diego crafty sabertoothed tiger Life heat hero meet new nonetoofriendly neighbor mighty dinosaur Animation Comedy Family Adventure iceage bridge insanity jungle dinosaur birth duringcreditsstinger 3d RayRomano JohnLeguizamo DenisLeary QueenLatifah SimonPegg CarlosSaldanha
116745,The Secret Life of Walter Mitty,timid magazine photo manager life life vicariously daydream embarks truelife adventure negative go missing Adventure Comedy Drama Fantasy himalaya photographer magazine iceland daydream photograph shark firedfromthejob skateboard dreamer onlinedating daydreaming BenStiller KristenWiig PattonOswalt ShirleyMacLaine AdamScott BenStiller
4327,Charlie's Angels,Aspects take 1970s hit TV series similar original show : Angels Dylan Natalie Alex still work Charlie interface Bosley still flip hair stop traffic smile kick butt difference unsubtle humor martial art training hightech premise : time they 're hot trail stolen software Action Adventure Comedy Crime Thriller martialarts femalefriendship millionaire agent CameronDiaz LucyLiu DrewBarrymore BillMurray JohnForsythe McG
1422,The Departed,take South Boston 's Irish Mafia police send one infiltrate underworld realizing syndicate done likewise undercover cop curry favor mob kingpin career criminal rise police rank side soon discover there 's mole among them Drama Thriller Crime undercover boston police friend mafia undercovercop mobster mole statepolice policetraining realtor LeonardoDiCaprio MattDamon JackNicholson MarkWahlberg MartinSheen MartinScorsese
10674,Mulan,tomboyish girl disguise young man fight Imperial Chinese Army invading Huns help wisecracking dragon Mushu Mulan might save country win heart handsome Captain Li Shang Animation Family Adventure homeland musical training daughter cricket princess dragon luck EddieMurphy JackieChan MingNaWen LeaSalonga JuneForay TonyBancroft BarryCook
7446,Tropic Thunder,Vietnam veteran 'Four Leaf ' Tayback 's memoir Tropic Thunder made film Director Damien Cockburn cant control cast prima donna Behind schedule budget Cockburn ordered studio executive get filming back track risk cancellation Tayback 's advice Cockburn drop actor middle jungle film remaining scene but unbeknownst actor production group dropped middle Golden Triangle home heroinproducing gang Action Comedy filmmaking satire jungle moviestar southeastasia landmine shackle warfilmmaking duringcreditsstinger blackface methodacting BenStiller JackBlack RobertDowneyJr NickNolte SteveCoogan BenStiller
65754,The Girl with the Dragon Tattoo,Englishlanguage adaptation Swedish novel Stieg Larsson follows disgraced journalist Mikael Blomkvist investigates disappearance weary patriarch 's niece 40 year ago aided pierced tattooed punk computer hacker named Lisbeth Salander work together investigation Blomkvist Salander uncover immense corruption beyond anything ever imagined Thriller Crime Mystery Drama rape journalist basedonnovel journalism hacker nazi punk investigation remake antisocialpersonalitydisorder serialkiller disappearance hacking computerhacker biblequote scandinavian abuse DanielCraig RooneyMara ChristopherPlummer GoranVisnjic StellanSkarsgård DavidFincher
1572,Die Hard: With a Vengeance,New York detective John McClane back kicking badguy butt third installment actionpacked series find teaming civilian Zeus Carver prevent loss innocent life McClane thought he 'd seen all genius named Simon engages McClane new `` partner '' beloved city deadly game demand concentration Action Thriller bomb taxi riddle robbery detective helicopter gold subway ship fistfight police sequel deception shootout newyorkcity explosion violence carchase fbiagent simonsays flashback dumptruck aqueduct actionhero federalreservebank BruceWillis JeremyIrons SamuelLJackson GrahamGreene ColleenCamp JohnMcTiernan
10528,Sherlock Holmes,Eccentric consulting detective Sherlock Holmes Doctor John Watson battle bring new nemesis unravel deadly plot could destroy England Action Adventure Crime Mystery detective scotlandyard coffin blackmagic arrest partner sherlockholmes murder steampunk pentagram clue RobertDowneyJr JudeLaw RachelMcAdams MarkStrong EddieMarsan GuyRitchie
271969,Ben-Hur,falsely accused nobleman survives year slavery take vengeance best friend betrayed him Drama betrayal vengeance JackHuston TobyKebbell RodrigoSantoro NazaninBoniadi AyeletZurer TimurBekmambetov
10865,Atlantis: The Lost Empire,world 's highly qualified crew archaeologist explorer led historian Milo Thatch board incredible 1000foot submarine Ulysses head deep mystery sea Animation Family Adventure ScienceFiction sea atlantis animation underwater seamonster MichaelJFox CoreyBurton ClaudiaChristian JamesGarner JohnMahoney GaryTrousdale KirkWise
258509,Alvin and the Chipmunks: The Road Chip,series misunderstanding Alvin Simon Theodore come believe Dave going propose new girlfriend New York City dump them three day get stop proposal Adventure Animation Comedy Family chipmunk cgi talkinganimal aftercreditsstinger duringcreditsstinger JasonLee JustinLong BellaThorne MatthewGrayGubler JesseMcCartney WaltBecker
2253,Valkyrie,Wounded Africa World War II Nazi Col Claus von Stauffenberg return native Germany join Resistance daring plan create shadow government assassinate Adolf Hitler event unfold becomes central player find tasked leading coup personally killing Führer Drama Thriller History War berlin suicide bomb assassination resistance wifehusbandrelationship worldwarii adolfhitler plan friendship deception treason colonel militaryofficer plot germanofficer pianowire medal violence TomCruise CaricevanHouten KennethBranagh BillNighy TerenceStamp BryanSinger
10661,You Don't Mess with the Zohan,Israeli counterterrorism soldier secretly fabulous ambition become Manhattan hairstylist Zohan 's desire run deep he 'll anything including faking death going headtohead Arab cab driver make dream come true Comedy Action newyork israel middleeast hairdresser ladykiller mossad israeli palestinian heartthrob middleeastconflict hairstyle hackysack AdamSandler JohnTurturro EmmanuelleChriqui NickSwardson LainieKazan DennisDugan
257344,Pixels,Video game expert recruited military fight 1980sera video game character who 've attacked New York Action Comedy ScienceFiction videogame nerd alienattack 3d pixel AdamSandler MichelleMonaghan PeterDinklage JoshGad KevinJames ChrisColumbus
644,A.I. Artificial Intelligence,robotic boy first programmed love David adopted test case Cybertronics employee wife Though gradually becomes child series unexpected circumstance make life impossible David Without final acceptance human machine David embarks journey discover truly belongs uncovering world line robot machine vast profoundly thin Drama ScienceFiction Adventure artificialintelligence prophecy prostitute android lossofmother extraterrestrialtechnology iceage adoption fairytale pinocchio prosecution gigolo hologram dystopia alien destiny capture doppelganger HaleyJoelOsment FrancesO'Connor SamRobards JakeThomas JudeLaw StevenSpielberg
10756,The Haunted Mansion,Workaholic Jim Evers wife/business partner Sara get call one night mansion owner Edward Gracey want sell house Evers family arrive mansion butler take dine Gracey Gracey take one look Sara think lost lover Thriller Fantasy Comedy Family Mystery secretpassage magic estateagent hauntedhouse familyvacation ghost aftercreditsstinger EddieMurphy TerenceStamp NathanielParker MarshaThomason JenniferTilly RobMinkoff
686,Contact,Contact science fiction film encounter alien intelligence Based novel Carl Sagan film starred Jodie Foster one chosen scientist must make difficult decision belief truth reality Drama ScienceFiction Mystery basedonnovel nasa newmexico extraterrestrialtechnology primenumber star radiowave wormhole fanatic spirituality religion scientist sabotage hamradio aliencontact mechanicalengineering observatory eccentricman radiotelescope JodieFoster MatthewMcConaughey JamesWoods JohnHurt TomSkerritt RobertZemeckis
9383,Hollow Man,Cocky researcher Sebastian Caine working project make living creature invisible he 's confident he 's found right formula test soon begin vanish problem noone determine make visible again Caine 's predicament eventually drive mad terrifying result Action ScienceFiction Thriller killing humanexperimentation scientist invisibleman scienceexperiment KevinBacon ElisabethShue JoshBrolin KimDickens RhonaMitra PaulVerhoeven
179,The Interpreter,Silvia Broome interpreter United Nations headquarters overhears plan assassination American Secret Service agent sent investigate Crime Thriller newyork dictator africa destructionofacivilization assassination resistance revenge murder unitednations witnesstomurder fbiagent resistancefighter NicoleKidman SeanPenn CatherineKeener JesperChristensen YvanAttal SydneyPollack
76285,Percy Jackson: Sea of Monsters,quest confront ultimate evil Percy friend battle swarm mythical creature find mythical Golden Fleece stop ancient evil rising Adventure Family Fantasy poison hermes poseidon demigod goldenfleece olympus 3d kronos overthrowolympus basedonyoungadultnovel LoganLerman AlexandraDaddario DouglasSmith LevenRambin BrandonTJackson ThorFreudenthal
1996,Lara Croft Tomb Raider: The Cradle of Life,Lara Croft venture underwater temple search mythological Pandora 's Box but securing it promptly stolen villainous leader Chinese crime syndicate Lara must recover box syndicate 's evil mastermind us construct weapon catastrophic capability Action Adventure Fantasy Thriller riddle treasure medallion kenia alexanderthegreat pandora'sbox chinesemafia treasurehunt hongkong archaeologist basedonvideogame archeology AngelinaJolie GerardButler NoahTaylor DjimonHounsou TilSchweiger JandeBont
291805,Now You See Me 2,One year outwitting FBI winning public adulation mindbending spectacle Four Horsemen resurface find face face new enemy enlists pull dangerous heist yet Action Adventure Comedy Crime Mystery Thriller londonengland china magic secretsociety vigilante sequel revenge heist ontherun macauchina magician JesseEisenberg WoodyHarrelson MarkRuffalo DaveFranco MorganFreeman JonMChu
10003,The Saint,Ivan Tretiak Russian Mafia bos want create oil crisis Moscow seize power result sends Simon Templar great international criminal England get secret formula cold fusion US scientist Emma Russell Templar fall love Emma try outwit Tretiak guerrilla hiding Moscow Thriller Action Romance ScienceFiction Adventure berlin russia gas masterthief thesaint ValKilmer ElisabethShue RadeSerbedzija HenryGoodman AlunArmstrong PhillipNoyce
1535,Spy Game,Veteran spy Nathan Muir verge retiring CIA learns onetime protégé close friend Tom Bishop political prisoner sentenced die Beijing Although friendship marred bad blood resentment Muir agrees take dangerous mission career rescue Bishop Action Crime Thriller spy china cia coldwar RobertRedford BradPitt CatherineMcCormack StephenDillane LarryBryggman TonyScott
2067,Mission to Mars,contact lost crew first Mars expedition rescue mission launched discover fate ScienceFiction mar spacecraft spacetravel alien longtake outerspace astronaut dismemberment aliencontact trappedinspace GarySinise TimRobbins DonCheadle ConnieNielsen JerryO'Connell BrianDePalma
46195,Rio,Captured smuggler hatchling macaw named Blu never learned fly life happily domesticated life Minnesota human friend Linda Blu thought last kind word come Jewel lone female life Rio de Janeiro Blu Linda go meet her Animal smuggler kidnap Blu Jewel pair soon escape begin perilous adventure back freedom Linda Animation Adventure Comedy Family brazil pet bird musical canary samba animal duringcreditsstinger rio1 río1 JesseEisenberg AnneHathaway LeslieMann JaneLynch William CarlosSaldanha
2277,Bicentennial Man,Richard Martin buy gift new NDR114 robot product named Andrew youngest family 's child `` Bicentennial Man '' follows life time Andrew robot purchased household appliance programmed perform menial task Andrew begin experience emotion creative thought Martin family soon discovers ordinary robot Comedy ScienceFiction android hologram freedom futuristic robot RobinWilliams SamNeill EmbethDavidtz OliverPlatt KierstenWarren ChrisColumbus
10357,Volcano,earthquake shatters peaceful Los Angeles morning open fissure deep earth causing lava start bubbling up volcano begin forming La Brea Tar Pits director city 's emergency management service Mike Roark working geologist Amy Barnes must use every resource city try stop volcano consuming Los Angeles ScienceFiction Action Drama Thriller subway lava volcano volcanologist losangeles TommyLeeJones AnneHeche GabyHoffmann DonCheadle JoshuaFardon MickJackson
4477,The Devil's Own,Frankie McGuire one IRA 's deadliest assassin draw American family crossfire terrorism sent US buy weapon Frankie housed family Tom O'Meara New York cop know nothing Frankie 's real identity surprising friendship Tom 's growing suspicion force Frankie choose promise peace lifetime murder Crime Thriller Drama newyork terrorist anonymity northernireland HarrisonFord BradPitt MargaretColin RubénBlades TreatWilliams AlanJPakula
8665,K-19: The Widowmaker,Russia 's first nuclear submarine malfunction maiden voyage crew must race save ship prevent nuclear disaster Drama History Thriller submarine sovietunion coremelt northatlantic nuclear womandirector HarrisonFord LiamNeeson PeterSarsgaard JossAckland JohnShrapnel KathrynBigelow
9387,Conan the Barbarian,film adaptation classic sword sorcery hero Conan Barbarian horde rampaging warrior massacre parent young Conan enslave young child year Wheel Pain sole survivor childhood massacre Conan released slavery taught ancient art fighting Transforming killing machine Conan travel wilderness seek vengeance Thulsa Doom man responsible killing family wilderness Conan take thief Valeria Subotai group come upon King Osric want trio warrior help rescue daughter joined Doom hill Adventure Fantasy Action gladiator repayment despot barbarian swordandsorcery ArnoldSchwarzenegger JamesEarlJones MaxvonSydow SandahlBergman CassandraGava JohnMilius
921,Cinderella Man,true story boxer Jim Braddock who 1920s retirement surprise comeback order get family socially poor state Romance Drama History transporter netherlands worldcup sociallydeprivedfamily family'sdailylife boxer boxingmatch comeback training heavyweight folkhero biography daughter defeat sport RussellCrowe RenéeZellweger PaulGiamatti CraigBierko PaddyConsidine RonHoward
49852,The Nutcracker: The Untold Story,Set 1920 's Vienna tale little girl whose godfather give special doll one Christmas Eve Fantasy Action Family ElleFanning NathanLane JohnTurturro FrancesdelaTour CharlieRowe AndreiKonchalovsky
4464,Seabiscuit,True story undersized Depressionera racehorse whose victory lifted spirit team behind also nation Drama History horserace americandream racehorse greatdepression JeffBridges DavidMcCullough ChrisCooper TobeyMaguire ElizabethBanks GaryRoss
664,Twister,TV weatherman Bill Harding trying get tornadohunter wife Jo sign divorce paper marry girlfriend Melissa Mother Nature form series intense storm sweeping across Oklahoma plan Soon three joined team stormchasers attempt insert revolutionary measuring device heart several extremely violent tornado Action Adventure Drama wifehusbandrelationship tornado twister oklahoma metereologist invention climate barn naturaldisaster cow truck disaster auntniecerelationship stormchaser divorce HelenHunt BillPaxton CaryElwes JamiGertz PhilipSeymourHoffman JandeBont
8358,Cast Away,Chuck top international manager FedEx Kelly PhD student love heading towards marriage Chuck 's plane Malaysia ditch sea terrible storm He 's survivor wash tiny island nothing flotsam jetsam aircraft 's cargo Adventure Drama exoticisland suicideattempt volleyball loneliness airplanecrash desertedisland tropicalisland survivalskills TomHanks HelenHunt ChrisNoth PaulSanchez LariWhite RobertZemeckis
9836,Happy Feet,world Emperor Penguins find soul mate song penguin born can not sing tap dance something fierce ! Animation Comedy ocean fish zoo penguin tapdancing love crush snow anthropomorphism singing antarctica family duringcreditsstinger ElijahWood RobinWilliams BrittanyMurphy HughJackman NicoleKidman GeorgeMiller
2502,The Bourne Supremacy,CIA operation purchase classified Russian document blown rival agent show sleepy seaside village Bourne Marie living pair run life Bourne promised retaliation anyone former life attempt contact forced take life trained assassin survive Action Drama Thriller berlin assassin basedonnovel amnesia sniper lie sequel suspense ontherun shootout espionage violence footchase carchase explodinghouse thoughguy oneagainstmany railcar darkpast moscow handtohandcombat MattDamon FrankaPotente BrianCox JuliaStiles KarlUrban PaulGreengrass
9772,Air Force One,Russian terrorist conspire hijack aircraft president family board commander chief find facing impossible predicament : give terrorist sacrifice family risk everything uphold principle integrity nation Action Thriller prison corruption journalist whitehouse hostage ultimatum hostagetaking airforceone aerialcombat conspiracy gunfight fighterplane secretservice americanpresident handtohandcombat negotiation politicalprisoner airplanehijack HarrisonFord GaryOldman GlennClose WendyCrewson WilliamHMacy WolfgangPetersen
161,Ocean's Eleven,Less 24 hour parole charismatic thief Danny Ocean already rolling next plan : one night Danny 's handpicked crew specialist attempt steal $ 150 million three Las Vegas casino score cash Danny risk chance reconciling exwife Tess Thriller Crime prison pickpocket stripclub conartist atlanticcity cockneyaccent lasvegas carddealer explosivesexpert blackandwhitescene male saltlakecityutah GeorgeClooney BradPitt MattDamon AndyGarcía JuliaRoberts StevenSoderbergh
52451,The Three Musketeers,hotheaded young D'Artagnan along three former legendary luck Musketeers must unite defeat beautiful double agent villainous employer seizing French throne engulfing Europe war Adventure Action Thriller numberintitle historicalfiction musketeer 17thcentury 3d MillaJovovich OrlandoBloom LoganLerman RayStevenson MatthewMacfadyen PaulWSAnderson
76492,Hotel Transylvania,Dracula operates highend resort away human world go overprotective mode boy discovers resort fall count 's teenaged daughter Animation Comedy Family Fantasy witch magic mummy vampire dracula skeleton backpacker frankenstein wolfman zombie invisibleman duringcreditsstinger nosferatu protectivefather fangvamp AdamSandler SteveBuscemi DavidSpade KevinJames SelenaGomez GenndyTartakovsky
4523,Enchanted,beautiful princess Giselle banished evil queen magical musical animated land find gritty reality street modernday Manhattan Shocked strange new environment operate `` happily ever after '' basis Giselle adrift chaotic world badly need enchantment Giselle begin fall love charmingly flawed divorce lawyer come aid even though already promised perfect fairy tale prince back home wonder : storybook view romance survive real world ? Comedy Family Fantasy Romance poison queen fairytale musical princess portal animation fantasyworld evilwitch partanimation AmyAdams PatrickDempsey JamesMarsden TimothySpall RachelCovey KevinLima
59961,Safe House,dangerous CIA renegade resurfaces decade run safe house he 's remanded attacked mercenary rookie operative escape him Now unlikely ally must stay alive long enough uncover want dead Action Thriller cia violence safehouse rogueagent capetownsouthafrica soccerstadium DenzelWashington RyanReynolds VeraFarmiga JoelKinnaman BrendanGleeson DanielEspinosa
10481,102 Dalmatians,Get ready howling good time new assortment irresistible animal hero unleashed great family tail ! unlikely alliance outrageous Waddlesworth parrot think he 's Rottweiler team Oddball unmarked Dalmation puppy eager earn spot ! Together embark laughpacked quest outwit everscheming Cruella De Vil Comedy Family londonengland prison releasefromprison women'sprison societyforthepreventionofcrueltytoanimals puppy pelz dog dalmatian GlennClose IoanGruffudd AliceEvans TimMcInnerny GérardDepardieu KevinLima
59108,Tower Heist,luxury condo manager lead staff worker seek payback Wall Street swindler defrauded them day billionaire get away perfect crime unlikely crew amateur thief enlists help petty crook Slide steal $ 20 million theyre sure hidden penthouse Action Comedy skyscraper thanksgiving billionaire parade fbiagent apartment highrise femaleagent ponzischeme emptysafe capercomedy planning safecracker recruiting heistmovie deceit lobby BenStiller EddieMurphy CaseyAffleck AlanAlda MatthewBroderick BrettRatner
